table_code,city,table_nbr,place_let,gender,pol_interest ,occupation,partic_past,responsabilite_pol ,grand_débat,rens_pre_eco ,rens_pre_dem ,rens_pre_fis ,rens_pre_etat ,theme,int_pre_eco ,int_pre_dem ,int_pre_fis ,int_pre_etat ,int_post_eco ,int_post_dem ,int_post_fis ,int_post_etat ,know_pre_eco ,know_pre_dem ,know_pre_fis ,know_pre_etat ,know_post_eco ,know_post_dem ,know_post_fis ,know_post_etat ,cx_pre_eco ,cx_pre_dem ,cx_pre_fis ,cx_pre_etat ,cx_post_eco ,cx_post_dem ,cx_post_fis ,cx_post_etat ,conf_trans_pre ,conf_trans_post ,conf_prise_pre ,conf_prise_post ,temps_exp_pre,oser_pre,ecoute_pre,perso_pre,sincere_pre,diff_op_pre,revendic_pre,diff_consensus_pre,change_avis_pre,respect_pre,concret_pre,discuss_pre,desaccord_aime_pre,desaccord_stimule_pre,homogen_pre,confiance_pre,temps_exp_post,oser_post,ecoute_post,perso_post,sincere_post,diff_op_post,revendic_post,diff_consensus_post,change_avis_post,respect_post,concret_post,discuss_post,desaccord_aime_post,desaccord_stimule_post,homogen_post,confiance_post,chgt_avis,deplu_quali,surplis_quali,sat_level_gen,sat_level_rythme,sat_level_exp,sat_level_info,sat_level_qual,doubl,appris,systematisation,double_answer,theme_diff,
STR13,strasbourg,13,c,1,10,retraite,0,0,0,5,7,8,8,DC,7,8,10,10,7,10,9,8,5,6,6,6,6,7,7,7,10,10,10,10,NA,NA,NA,NA,9,8,5,5,NA,9,2,2,9,10,NA,8,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,9,10,9,10,NA,10,10,0,0,
STR13,strasbourg,13,d,1,6,emp_qualifie,0,0,0,NA,NA,NA,NA,DC,10,5,10,5,10,10,10,10,8,4,8,3,5,5,5,5,10,10,10,10,10,10,10,10,NA,5,10,5,10,0,5,5,10,10,0,5,5,10,5,0,0,10,10,0,0,0,0,0,10,0,0,0,0,10,5,10,0,10,5,0,0,NA,"importance, parole",10,10,10,5,10,10,10,10,0,0,
STR13,strasbourg,13,e,0,9,cadre,0,0,1,0,0,0,0,DC,9,7,7,9,8,8,7,9,8,8,7,8,8,8,7,8,8,8,8,8,8,6,7,8,NA,7,NA,8,8,0,0,4,8,5,5,5,5,8,5,9,6,7,4,7,8,2,2,2,8,7,5,1,1,9,10,8,5,8,2,8,0,impossibilite,"envie, communication",8,8,8,7,8,5,7,10,0,0,
STR14,strasbourg,14,a,1,8,cadre,2,0,1,7,5,0,1,DC,10,10,7,8,10,10,8,9,8,7,2,4,8,8,7,7,7,7,9,8,9,9,9,9,7,8,6,6,7,0,0,3,7,5,8,7,5,8,7,8,0,8,1,8,10,0,0,0,10,8,8,0,0,10,6,10,0,10,0,8,0,NA,NA,10,10,10,10,10,10,7,10,0,0,
STR14,strasbourg,14,b,0,8,emp_qualifie,0,0,0,5,5,5,5,DC,5,8,7,8,NA,8,7,8,4,7,7,6,6,7,7,7,5,3,3,4,6,3,6,4,5,5,5,5,10,0,4,7,2,7,8,3,5,8,0,10,0,10,0,2,4,4,3,6,6,6,5,7,6,6,6,8,2,8,1,5,1,NA,"echange, constructif",8,2,7,5,6,7,5,8,0,0,
STR14,strasbourg,14,c,0,8,intermediaire,1,0,0,0,3,3,0,DC,10,8,6,4,10,8,8,7,9,5,4,2,10,8,7,6,0,10,7,10,6,10,8,5,8,7,5,7,8,0,0,3,10,8,0,5,0,10,5,10,3,10,0,8,5,10,10,0,10,10,7,7,2,10,5,10,0,10,0,8,0,"temps, manque","groupe, qualite",8,5,10,10,10,10,6,8,0,0,
STR14,strasbourg,14,d,0,7,retraite,0,0,0,0,0,0,0,DC,7,6,8,8,7,6,8,8,5,4,6,5,5,4,6,5,6,7,7,8,2,6,6,6,9,7,8,5,5,0,3,3,8,8,0,0,5,9,5,8,3,7,0,7,5,0,0,0,9,10,5,8,8,5,4,8,0,10,0,4,0,temps,organisation,6,3,8,4,7,9,5,7,0,0,
STR14,strasbourg,14,e,1,7,cadre,0,0,0,0,0,0,0,DC,7,7,7,7,8,10,8,8,6,5,6,5,7,8,8,6,10,7,7,9,5,5,7,10,8,8,4,5,8,0,0,0,10,6,0,5,7,7,3,7,7,7,2,10,5,1,1,4,10,10,5,8,8,10,5,7,6,7,6,8,0,NA,"participant, organisation, enthousiasme",8,5,8,6,9,9,7,10,0,0,
STR14,strasbourg,14,f,0,10,emp_qualifie,2,NA,0,NA,NA,NA,NA,DC,6,10,6,6,6,10,6,6,NA,NA,NA,NA,4,5,5,4,NA,NA,NA,NA,10,8,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
STR15,strasbourg,15,a,0,7,emp_qualifie,0,0,0,0,0,0,0,DC,2,5,3,4,3,8,6,7,6,9,5,7,3,7,4,6,7,2,8,5,3,4,8,7,9,8,3,3,7,1,1,0,5,4,5,3,5,9,3,10,3,10,4,3,9,2,4,3,4,6,4,6,7,9,3,10,2,10,2,3,0,NA,"organisation, debat, general",8,5,9,7,7,9,6,8,0,0,
STR15,strasbourg,15,b,0,9,retraite,2,1,1,0,0,0,0,DC,8,7,9,9,6,9,9,10,4,7,5,8,5,6,6,9,10,10,7,7,9,9,9,9,8,9,8,9,8,2,1,NA,NA,8,2,5,NA,NA,7,9,NA,8,0,5,9,4,1,1,8,8,8,1,1,8,7,9,1,9,1,7,0,"proportion, exercice, confondu, document, valide",ambiance,9,9,9,9,9,9,9,10,0,0,
STR15,strasbourg,15,c,0,8,cadre,0,0,0,5,5,5,5,DC,5,8,8,8,6,9,9,9,5,6,6,6,6,8,8,8,7,7,7,7,7,9,9,9,7,8,5,8,8,0,3,3,9,9,2,5,3,9,5,9,4,9,2,8,10,0,2,0,9,8,6,5,1,10,7,9,1,9,1,9,0,"groupe, idee, conforme, proposition, enonce","qualite, echange",10,10,10,6,9,9,7,10,0,0,
STR15,strasbourg,15,d,1,3,cadre,1,0,0,0,0,0,0,DC,5,8,5,8,NA,NA,NA,NA,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,10,2,0,2,2,5,5,0,0,10,5,9,5,5,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
STR15,strasbourg,15,e,1,8,NA,0,0,0,4,0,0,0,DC,10,5,5,8,NA,NA,NA,NA,6,3,5,5,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,6,NA,8,0,0,3,10,8,0,3,3,10,7,10,0,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
STR16,strasbourg,16,a,0,10,intermediaire,0,0,0,0,0,0,0,DC,3,10,4,10,8,10,7,10,6,8,4,8,6,9,5,9,6,8,9,10,7,8,9,8,9,8,4,4,5,1,1,1,9,6,0,7,1,9,2,9,1,7,2,9,10,0,0,0,2,2,7,2,1,9,3,9,1,8,0,8,0,NA,"serieux, engagement",9,8,8,7,9,9,5,10,0,0,
STR16,strasbourg,16,b,0,9,retraite,1,0,1,10,9,9,8,DC,10,9,10,9,10,10,8,8,9,7,8,7,8,6,9,9,10,8,8,8,9,9,9,9,7,8,6,4,7,7,7,7,8,8,8,8,7,9,5,9,4,8,9,7,10,0,0,0,10,6,8,0,0,10,6,9,0,9,5,8,0,NA,NA,9,10,10,8,10,10,8,9,0,0,
STR16,strasbourg,16,c,0,7,emp_qualifie,2,0,0,2,3,2,3,DC,9,10,8,10,9,10,9,10,5,6,5,5,5,8,5,8,7,5,5,5,8,10,9,9,9,9,9,9,7,0,2,6,4,10,0,3,0,7,10,10,1,7,1,8,8,0,0,10,10,10,10,8,8,8,10,10,9,10,0,10,0,NA,"bon, impression",10,10,10,10,10,10,10,10,0,0,
STR16,strasbourg,16,e,0,5,emp_qualifie,1,1,2,2,2,2,2,DC,7,6,8,8,9,9,8,7,5,5,5,5,7,7,5,6,3,3,3,3,8,8,8,8,3,6,3,7,5,3,4,4,6,7,4,9,5,5,5,8,2,7,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
AIX1,AIX,1,A,0,10,etudiant,1,0,1,2,5,10,10,ESP,6,10,8,10,6,10,7,10,3,8,6,10,5,5,10,10,8,10,10,8,0,8,10,10,10,7,7,3,8,1,3,2,8,10,4,10,6,10,8,10,2,10,5,4,9,8,1,1,10,10,10,6,3,10,8,10,4,10,0,0,1,"peu, de, temps","le, lieu, d', organisation, the, camp",10,8,10,10,10,10,8,10,0,0,
AIX1,AIX,1,C,1,2,etudiant,0,0,0,3,3,3,3,ESP,7,8,8,8,8,8,8,8,3,4,3,4,6,6,5,7,6,7,8,7,7,7,8,8,8,8,7,7,8,8,2,2,7,6,7,6,2,8,6,7,5,7,3,5,7,5,0,0,8,1,5,1,1,9,5,7,6,8,6,7,1,NA,"le, partage, entre, tous, le, respect, et, a, volonte, de, proposer, des, solutions, pour, changer, et, ameliorer, les, choses",8,6,8,7,8,7,8,8,0,0,
AIX1,AIX,1,D,0,8,etudiant,0,1,1,8,7,2,3,ESP,8,7,6,9,10,8,7,9,7,6,3,7,9,8,8,9,5,9,8,8,9,8,10,8,7,8,7,9,8,7,3,3,8,10,3,5,4,8,7,7,7,9,7,3,8,2,0,0,10,7,9,0,7,10,8,9,2,8,3,6,1,NA,"convivialite, lieu, accueil",9,7,9,7,8,10,8,10,0,0,
AIX1,AIX,1,E,0,5,emp_qualifie,0,0,0,1,1,2,1,ESP,9,7,9,7,8,5,8,7,2,1,3,2,5,3,6,5,7,5,6,4,8,9,9,8,8,6,8,8,3,2,1,4,10,7,4,7,5,10,7,10,5,7,3,8,7,1,3,6,5,6,5,3,7,NA,5,6,3,7,2,7,0,ras,"l', organisation, et, le, professionnalisme, des, encadrants",7,8,7,7,9,10,6,10,0,0,
AIX2,AIX,2,A,1,6,etudiant,0,0,1,8,9,3,10,ESP,9,10,4,9,9,7,4,10,7,6,4,6,9,5,3,8,4,10,7,9,10,8,2,7,8,7,8,7,6,7,1,0,9,7,3,5,2,8,6,10,0,10,3,5,5,6,6,3,10,5,7,2,3,9,3,10,0,10,5,5,0,"le, temps, impartit","la, cohesion",9,6,7,7,7,6,8,10,0,0,
AIX2,AIX,2,B,0,4,NA,1,1,0,1,1,1,1,ESP,6,4,7,3,9,7,5,10,7,3,3,3,8,6,7,9,6,9,7,9,7,2,10,5,9,9,8,7,7,0,1,4,8,4,5,6,3,8,7,10,3,9,4,8,8,4,2,3,8,9,10,4,3,7,8,10,3,10,3,8,NA,"manque, de, temps, de, confrontation, avec, entre, les, autres, tables","le, cadre, est, top",9,8,8,4,10,9,8,10,0,0,
AIX2,AIX,2,C,0,10,NA,0,0,1,4,4,4,4,ESP,9,9,8,10,9,9,5,10,7,7,7,7,9,9,8,10,NA,NA,NA,NA,8,8,9,8,9,10,8,8,8,0,2,4,8,7,4,5,4,8,4,9,3,9,0,8,8,0,0,0,10,9,5,4,6,10,5,9,0,10,0,8,0,rien,"l', ambiance, et, la, complementarite, des, idees",8,6,8,8,10,10,8,10,0,0,
AIX2,AIX,2,D,0,8,emp_qualifie,0,0,0,6,7,6,6,ESP,9,8,10,8,,10,10,10,7,9,7,7,8,8,7,10,5,5,7,7,2,2,4,1,8,9,7,8,8,3,2,2,9,8,6,8,NA,8,6,9,3,9,7,7,10,9,0,0,8,7,8,2,8,10,7,8,2,8,3,8,0,"l', impossibilite, de, s', exprimer, sur, les, autres, themes","la, pluralite, des, opinions",10,10,10,8,9,9,9,10,0,0,
AIX2,AIX,2,E,1,9,etudiant,NA,0,1,5,5,6,6,ESP,7,6,5,9,7,6,8,9,6,8,5,8,7,9,5,9,7,8,10,8,10,10,10,10,9,10,5,7,6,10,2,8,4,6,6,10,6,10,7,6,8,10,4,6,10,3,0,0,10,10,7,10,3,10,7,10,4,10,3,6,1,"assez, court, manque, de, connaissances, sur, les, themes","encadrement, le, dynamisme, des, animateurs, et, la, methode, de, debat, utilisee, la, nourriture, les, repas, au, top, le, cadre, bucolique",8,8,10,6,10,9,9,10,0,0,
AIX2,AIX,2,F,1,9,etudiant,0,0,1,7,7,5,5,ESP,9,9,7,8,8,9,7,8,7,8,6,7,7,9,6,9,7,7,7,7,7,7,8,8,7,7,5,5,5,4,7,4,4,4,5,6,5,3,7,4,5,3,6,5,8,2,2,3,2,4,6,NA,4,8,2,6,4,7,5,7,1,"ne, pas, avoir, vu, plus, en, profondeur, d', autres, tables","l', ambiance, le, respect, et, les, idees, originales, proposees",8,8,8,7,8,9,7,9,0,0,
AIX3,AIX,3,A,1,5,artisan,0,0,2,NA,NA,NA,NA,ESP,10,10,7,7,10,10,8,6,8,8,5,9,10,9,6,7,NA,NA,NA,NA,9,9,2,8,0,0,0,0,5,8,0,0,5,9,0,5,5,5,0,5,5,8,0,0,4,8,3,3,5,8,0,9,5,8,0,9,3,10,2,0,0,"la, course, chronologique","le, debat, sur, l', ecologie",5,2,6,6,7,6,8,10,0,0,
AIX3,AIX,3,B,1,6,etudiant,0,0,0,9,7,5,5,ESP,10,9,3,3,10,9,9,10,8,8,3,4,8,10,6,9,7,5,8,7,8,7,9,7,5,7,4,6,6,6,3,4,6,4,5,5,5,8,4,8,5,6,2,7,6,3,3,3,4,6,5,5,3,8,5,8,6,7,2,5,0,"les, journalistes, meme, si, je, suis, d'accord, qu'il, est, important, qu'il, y, ait, de, la, communication, je, suis, pas, specialement, a, l'aise, avec, interview, et, cameras, mais, c'est, tres, personnel","l', organisation, la, prise, en, charge, des, participants",8,7,7,9,7,10,9,9,0,0,
AIX3,AIX,3,C,0,9,etudiant,1,1,1,8,8,8,8,ESP,7,9,5,5,8,8,8,8,7,8,4,6,7,8,8,9,4,4,8,8,4,3,5,3,8,8,5,5,4,0,2,3,6,6,1,0,0,5,5,9,0,9,6,3,6,1,1,3,8,6,8,1,3,9,5,7,5,8,0,0,1,NA,"la, richesse, du, debat, la, diversite, des, participants",8,5,8,5,8,8,8,10,0,0,
AIX3,AIX,3,D,1,7,etudiant,1,0,0,7,0,0,0,ESP,10,9,5,9,10,7,5,10,7,6,3,5,8,7,4,5,6,8,8,8,4,6,7,7,10,10,5,5,10,5,0,0,10,5,4,4,3,10,5,10,2,8,0,6,6,1,7,8,8,7,7,3,6,9,4,8,4,9,2,6,0,"certaines, personnes, ne, semblaient, pas, toujours, impliquees, d', autres, avaient, des, avis, peut, etre, trop, arretes","la, diversite, l', implication, des, personnes",9,6,7,10,7,9,10,10,0,0,
AIX3,AIX,3,E,1,8,NA,0,0,0,0,0,0,0,ESP,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,NA,10,10,10,10,5,5,5,5,10,10,10,10,10,0,0,0,10,10,10,5,0,4,5,10,0,10,1,6,10,0,5,0,10,10,5,4,0,10,6,10,0,10,5,5,1,NA,NA,10,10,10,10,10,10,10,10,0,0,
AIX3,AIX,3,F,0,8,artisan,0,0,3,0,10,6,5,ESP,8,10,10,6,10,10,9,5,3,6,6,5,6,8,7,8,10,2,7,8,9,6,6,10,8,3,5,2,6,0,1,4,7,9,7,1,0,9,2,9,2,7,0,3,3,6,3,8,8,10,7,9,8,8,3,8,3,7,4,7,0,"le, temps, c'est, l', usine, pour, moi, nous, ne, pouvons, pas, parler, de, tout, ce, que, l', on, veut","le, cadre, idyllique",5,2,6,7,7,6,4,7,0,0,
AIX3,AIX,3,G,0,6,intermediaire,4,0,1,0,0,0,0,ESP,8,7,5,6,8,8,6,8,7,6,4,3,7,6,4,6,2,3,8,8,2,3,7,3,5,7,5,7,7,1,0,2,10,5,0,0,3,8,2,7,2,9,5,5,8,0,0,3,8,6,2,1,1,3,3,10,0,10,3,6,1,"le, repas, du, soir, trop, leger","le, camp, d', habitation",10,10,10,6,9,10,8,10,0,0,
AIX5,AIX,5,A,1,7,NA,0,0,0,5,5,4,4,FDP,10,10,7,8,10,9,9,9,6,7,3,4,7,8,6,8,7,7,10,7,6,7,9,8,6,7,5,6,3,6,1,5,4,10,0,9,6,8,4,7,5,8,7,3,3,6,0,2,8,9,5,6,4,7,5,7,2,7,5,5,1,"le, manque, de, temps, et, la, transposition, trop, simple, faite, sur, nos, propositions","les, personnes, avaient, des, tres, bonnes, propositions",8,7,7,6,9,7,7,10,0,0,
AIX5,AIX,5,B,1,5,NA,0,0,0,4,5,4,5,FDP,8,9,8,8,8,8,8,8,7,5,6,5,9,8,7,8,7,6,9,8,6,7,7,9,7,8,4,5,6,1,0,3,6,2,5, NA,4,9,10,10,2,10,3,9,9,1,0,1,9,8,6,4,6,10,5,9,1,9,3,6,1,"l', organisation, faite, un, peu, au, dernier, moment, le, manque, de, temps, parfois, nous, n'avons, pas, passe, assez, de, temps, pour, discuter, sur, les, autres, themes","le, cadre, choisi, l', ouverture, d', esprit, de, chacun, sur, les, differents, avis, l', integration, et, la, bonne, entente, des, participants, les, differentes, propositions, proposees, sur, les, differents, themes",9,4,9,3,10,7,8,9,0,0,
AIX5,AIX,5,C,0,6,NA,0,0,0,6,8,8,8,FDP,9,9,9,9,10,10,10,10,8,7,8,6,8,7,8,7,10,10,10,10,10,10,10,10,4,9,2,3,6,2,1,5,5,9,3,9,8,10,2,10,7,5,4,7,7,1,2,0,8,4,8,6,7,10,2,8,4,7,2,7,0,NA,"le, cadre, les, autres, participants, la, volonte, de, bien, faire",8,6,10,6,7,7,9,10,0,0,
AIX5,AIX,5,D,0,7,cadre,0,0,0,3,5,1,NA,FDP,10,8,6,9,10,9,9,8,9,7,3,5,9,7,8,6,10,7,6,9,10,7,10,9,8,8,3,3,8,1,1,2,6,4,6,3,1,9,4,9,3,9,2,9,8,1,0,2,8,9,7,7,3,9,3,9,2,8,3,9,1,"manque, de, temps, pour, debattre, reduit, notre, debat, a, une, phrase","de, reelles, propositions, ont, ete, enoncees, investissement, des, participants",9,9,10,6,10,10,10,10,0,0,
AIX5,AIX,5,E,0,5,NA,0,0,0,5,2,2,0,FDP,9,7,6,8,9,4,8,9,7,6,4,5,8,5,7,7,6,7,9,9,10,6,10,6,4,3,3,4,10,0,4,2,7,5,1,10,0,2,3,10,0,10,4,1,6,0,0,0,7,8,0,10,2,10,1,10,2,7,0,0,0,"le, diner, vegetarien","l', ouverture, des, personnes, et, la, reelle, volonte, de, faire, avancer, les, choses, de, la, part, de, tous, les, participants",7,8,8,8,9,10,8,9,0,0,
AIX5,AIX,5,F,1,6,etudiant,0,0,0,5,8,3,8,FDP,5,9,6,7,6,9,4,8,6,9,4,6,5,8,6,8,1,3,7,2,5,6,9,6,6,6,5,5,6,6,0,0,7,7,8,5,0,8,2,9,2,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,
AIX6,AIX,6,A,0,9,NA,NA,0,0,3,3,4,2,FDP,9,9,7,7,8,7,8,7,7,6,6,4,8,6,9,6,2,2,5,5,8,7,8,7,6,7,5,6,6,2,1,5,5,8,4,8,5,8,4,9,5,8,4,5,4,0,0,0,6,NA,7,1,1,9,9,8,0,7,2,4,1,"manque, de, temps, sur, certaines, sequences, manque, de, debat, entre, les, differentes, tables, de, la, meme, thematique, bien, qu'il, y, ait, eu, des, echanges, dans, 1, sequence, de, cohesion, avec, les, autres, tables, mieux, se, connaitre,","la, sympathie, de, tous, les, participants, les, echanges, l', ouverture, d', esprit, la, priorisation, des, propositions",9,8,7,9,8,8,8,9,0,0,
AIX6,AIX,6,C,0,6,emp_qualifie,0,0,0,2,3,1,2,FDP,3,10,3,8,6,9,6,7,4,4,2,3,3,7,2,3,NA,NA,NA,NA,6,5,8,7,4,6,3,6,5,1,2,2,3,9,6,8,3,7,2,8,5,5,5,1,8,1,0,0,2,9,9,2,0,7,7,8,2,6,1,6,0,rien,"cadre, agreable, et, fluidite, durant, les, echanges",8,7,8,7,9,9,7,9,0,0,
AIX6,AIX,6,D,0,2,NA,2,0,0,7,1,0,1,FDP,9,5,2,1,10,6,8,5,3,1,1,1,4,2,6,3,10,10,10,10,5,3,9,3,8,9,3,2,9,4,0,0,8,2,7,4,4,10,5,10,0,9,1,8,0,0,1,0,10,3,8,0,0,10,0,9,0,9,0,9,1,"manque, de, temps, beaucoup, de, dispersion","le, contact, avec, de, nouvelles, personnes",9,5,10,6,9,8,7,7,0,0,
AIX6,AIX,6,E,0,7,etudiant,0,0,0,8,7,5,4,FDP,7,7,6,5,8,7,8,6,7,6,4,3,8,7,8,5,7,5,8,7,8,7,8,3,8,8,7,7,7,3,4,4,6,7,3,5,4,8,6,8,3,9,3,7,4,2,0,2,8,8,NA,2,0,9,7,9,2,8,3,8,1,NA,NA,9,4,8,8,8,7,8,8,0,0,
AIX6,AIX,6,G,0,4,NA,1,NA,0,6,0,0,0,FDP,8,4,5,7,8,7,7,7,6,NA,0,3,7,6,5,5,NA,NA,NA,NA,7,7,7,7,NA,7,NA,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,10,8,8,1,1,8,4,9,1,10,2,9,1,NA,"le, pertinence, des, debats",9,6,9,7,9,9,8,7,0,0,
AIX6,AIX,6,B,1,4,ouv_non,0,0,0,0,0,0,0,FDP,10,10,3,10,9,10,5,10,5,8,0,5,10,10,0,10,2,2,2,2,5,5,NA,10,2,10,3,4,7,3,5,5,7,10,10,6,10,4,4,4,5,10,6,5,10,0,4,0,10,8,8,0,0,7,5,8,0,10,0,10,1,"le, manque, de, temps","l', echange, avec, differentes, personnes, en, France",10,7,10,5,10,10,10,10,0,0,
AIX7,AIX,7,A,0,7,etudiant,0,0,0,8,0,0,5,FDP,10,6,8,8,10,5,8,8,8,3,5,6,9,3,8,6,5,5,10,10,1,5,10,7,5,6,5,5,7,3,0,0,9,10,8,0,5,10,4,5,5,10,0,5,7,0,0,0,9,5,8,5,0,10,10,10,5,10,5,0,0,"manque, de, monde","les, lieux, l', accueil, et, la, convivialite, de, l', evenement",8,8,8,8,10,10,5,10,0,0,
AIX7,AIX,7,B,0,5,etudinat,0,0,0,NA,2,NA,NA,FDP,6,6,6,6,10,6,10,6,NA,3,NA,NA,5,5,9,5,NA,2,NA,NA,7,5,10,5,7,10,5,6,10,4,4,5,10,10,4,7,2,10,7,10,2,5,2,10,10,0,0,5,10,5,10,5,0,5,7,10,0,6,0,10,0,"rien, du, tout","la, conscience, collective",10,10,10,10,10,10,10,9,0,0,
AIX7,AIX,7,C,0,6,etudiant,0,0,1,9,9,9,9,FDP,9,10,8,9,8,7,6,6,9,5,9,5,9,5,5,5,6,6,8,8,5,5,9,8,7,6,2,1,6,0,1,1,7,6,4,5,2,8,1,7,1,6,1,3,6,0,0,0,7,8,9,3,3,8,0,5,1,7,1,5,0,"le, risque, non, lisible","le, fait, que, l', on, puisse, vraiment, parler, entre, nous",6,7,7,5,8,8,7,6,0,0,
AIX7,AIX,7,D,1,6,etudiant,0,0,0,8,8,7,7,FDP,9,8,6,5,9,8,6,8,7,6,6,5,9,7,6,6,8,7,4,5,2,3,9,4,8,8,7,7,8,2,0,0,8,7,1,7,7,9,6,10,0,8,5,8,8,0,1,1,7,6,0,5,5,10,5,10,2,5,4,7,0,"un, facilitateur, gentil, mais, parfois, trop, présent, importance, de, laisser, avant, tout, les, jeunes, parler","l', organisation, l', ecoute, la, volonte, des, participants",9,9,9,8,8,8,8,10,0,0,
AIX7,AIX,7,E,1,5,intermediaire,0,0,0,0,0,0,0,FDP,5,5,5,5,6,9,3,10,0,0,0,6,NA,NA,0,NA,7,5,7,6,4,0,10,0,6,8,7,6,8,5,NA,0,10,8,0,3,5,10,10,10,4,10,7,10,10,7,0,0,10,8,0,2,3,0,5,10,0,10,4,10,0,"je, suis, malheureusement, restee, sur, le, theme, de, la, fiscalite, trop, complique, pour, moi","ce, qui, m'a, surpris, c'est, l', accueil, je, ne, m', attendais, pas, a, cela, du, tout, tout, etait, nickel",10,10,10,9,10,9,10,10,0,0,
AIX9,AIX,9,A,1,8,emp_qualifie,1,0,1,5,7,8,8,TE,7,8,10,9,7,9,9,9,7,7,8,NA,9,7,7,7,4,3,8,7,9,7,9,8,9,9,9,8,10,0,5,5,9,7,7,10,8,8,5,9,6,10,0,8,9,0,6,7,9,9,8,9,7,9,9,10,6,10,5,7,0,"facilitateurs, donnent, trop, leur, avis","lieu, diversite, individus",9,9,10,9,10,10,9,10,1,0,
AIX9,AIX,9,A,0,4,NA,0,0,1,4,5,0,0,TE,5,6,3,5,7,7,7,6,4,6,2,3,8,7,6,7,0,2,3,3,0,3,8,6,9,8,3,3,9,0,1,2,8,5,2,4,4,8,2,9,0,9,0,3,7,0,0,1,7,8,7,5,0,4,3,6,0,7,0,5,0,,,9,6,9,7,9,8,7,9,1,0,
AIX9,AIX,9,C,1,4,NA,0,0,1,10,1,1,1,TE,10,7,3,6,10,7,2,8,7,4,1,2,9,5,3,7,4,7,10,10,5,7,9,8,5,5,3,3,10,9,5,4,9,10,7,6,1,7,8,9,1,8,1,5,10,0,0,0,10,9,5,0,3,10,1,10,0,8,1,6,NA,"le, trop, peu, de, temps","l', organisation, etait, parfait",9,4,10,8,9,10,10,10,0,0,
AIX9,AIX,9,D,1,2,NA,0,0,0,0,0,0,0,TE,8,5,1,5,10,10,5,7,0,0,0,0,5,5,5,5,10,10,10,10,10,10,10,10,5,6,5,7,5,5,5,5,5,10,0,5,8,8,8,10,1,10,1,4,6,6,1,1,8,5,5,2,3,9,7,10,3,10,3,4,1,"c', etait, trop, court, trop, cadre, animateur, parlait, trop, manque, d', independance","l', endroit, est, beau, agreable, et, on, mangue, bien, la, diversite, des, personnes, de, partout, tout, le, monde, tres, sympa, les, respect, incite, la, parole",6,5,6,6,8,7,6,10,0,0,
AIX9,AIX,9,E,0,10,agriculteur,2,0,0,2,7,6,6,TE,10,10,10,10,6,10,8,7,6,8,6,6,6,9,7,7,5,0,7,5,3,0,6,4,6,4,5,6,7,8,6,5,8,8,7,6,6,7,4,9,0,10,2,7,5,8,7,8,6,2,8,6,6,9,1,10,0,10,0,4,0,efficacite,"que, le, gouvernement, ait, les, moyens, financiers, d', organiser, cela",2,6,2,5,5,6,1,2,0,0,
AIX10,AIX,10,A,0,7,cadre,0,0,0,5,3,0,0,TE,8,8,5,7,9,8,4,6,6,5,2,3,6,6,2,4,2,4,8,5,5,5,7,6,7,8,5,7,4,7,3,2,6,7,0,6,4,9,6,7,5,7,6,7,8,0,0,0,10,4,6,1,3,10,5,8,2,7,6,8,0,"parfois, pas, assez, de, temps, pour, debattre","l', ambiance, l', ouverture  d', esprit, des, gens, la, facilite, pour, echanger, l', accueil, des, organisateurs, le, lieu, les, echanges, et, debats",10,8,8,8,9,9,9,10,0,0,
AIX10,AIX,10,B,0,7,NA,0,0,0,0,0,0,0,TE,10,10,6,10,10,10,7,10,10,7,3,7,8,7,4,8,5,7,9,7,8,8,8,8,9,7,3,2,7,0,3,2,6,8,8,5,3,10,0,10,3,8,2,NA,7,0,0,3,8,4,6,0,4,10,3,10,2,8,4,NA,NA,NA,"le, serieux, la, qualite, du, site, de, notre, prise, en, charge",9,7,9,6,9,8,10,10,0,0,
