table_code,city,table_nbr,place_let,gender,pol_interest ,occupation,partic_past,responsabilite_pol ,grand_débat,rens_pre_eco ,rens_pre_dem ,rens_pre_fis ,rens_pre_etat ,theme,int_pre_eco ,int_pre_dem ,int_pre_fis ,int_pre_etat ,int_post_eco ,int_post_dem ,int_post_fis ,int_post_etat ,know_pre_eco ,know_pre_dem ,know_pre_fis ,know_pre_etat ,know_post_eco ,know_post_dem ,know_post_fis ,know_post_etat ,cx_pre_eco ,cx_pre_dem ,cx_pre_fis ,cx_pre_etat ,cx_post_eco ,cx_post_dem ,cx_post_fis ,cx_post_etat ,conf_trans_pre ,conf_trans_post ,conf_prise_pre ,conf_prise_post ,temps_exp_pre,oser_pre,ecoute_pre,perso_pre,sincere_pre,diff_op_pre,revendic_pre,diff_consensus_pre,change_avis_pre,respect_pre,concret_pre,discuss_pre,desaccord_aime_pre,desaccord_stimule_pre,homogen_pre,confiance_pre,temps_exp_post,oser_post,ecoute_post,perso_post,sincere_post,diff_op_post,revendic_post,diff_consensus_post,change_avis_post,respect_post,concret_post,discuss_post,desaccord_aime_post,desaccord_stimule_post,homogen_post,confiance_post,chgt_avis,deplu_quali,surplis_quali,sat_level_gen,sat_level_rythme,sat_level_exp,sat_level_info,sat_level_qual,doubl,appris,systematisation,double_answer,theme_diff,
PAR15,paris,PAR15,B,1,9,cadre,0,0,1,1,1,1,1,ESP,6,5,6,6,10,7,9,7,7,7,4,6,9,9,6,9,8,4,8,6,9,6,9,9,8,10,NA,9,8,3,3,3,5,7,7,7,3,9,9,7,3,9,3,8,10,0,0,0,10,10,10,0,0,10,9,10,0,10,0,10,NA,Rien,"L'ambiance, dans, laquelle, le, debat, s'est, deroule, avec, toute, sa, diversite, :, bravo, a, tous",10,10,10,10,10,10,10,10,0,0,
PAR15,paris,PAR15,D,0,10,cadre,0,0,1,0,0,0,0,ESP,10,10,8,9,10,10,10,10,9,9,8,6,6,8,8,8,NA,NA,NA,NA,6,5,9,7,10,9,10,9,10,3,0,5,5,5,8,5,10,10,7,7,9,5,10,8,10,0,0,0,6,6,10,0,0,10,8,6,9,9,7,10,0,"Le, systeme, de, comptage, des, etoiles, sur, ce, qui, devait, concerner, la, synthese, finale, et, donc, la, conclusion, de, ces, 24, heures, Pas, de, possibilite, de, parler, de, mes, points, car, ils, ne, figuraient, pas, dans, le, theme, qui, m'a, ete, donne, des, points, que, j'avais, prevu, de, partager, en, vain","La, participation, de, chacun, ma, bonne, humeur, generale, l'organisation, les, equipes, en, place",5,10,5,NA,10,10,5,6,0,0,
PAR15,paris,PAR15,F,0,6,retraite,0,0,0,0,0,0,0,ESP,8,8,8,8,8,6,8,6,3,3,3,3,5,5,5,5,5,3,3,3,5,7,7,6,5,6,5,6,4,3,3,7,6,6,5,6,5,5,5,5,5,6,5,5,6,4,3,3,3,5,5,3,2,8,7,8,8,8,3,7,0,NA,NA,8,8,8,7,7,7,5,6,0,0,
PAR15,paris,PAR15,G,0,7,emp_qualifie,0,0,0,2,2,2,2,ESP,7,8,8,7,7,7,7,8,6,6,7,5,6,6,6,6,2,6,3,7,7,8,8,8,2,5,2,5,7,7,6,9,7,6,7,9,9,8,7,5,5,7,7,8,7,4,3,3,7,7,7,3,3,7,7,7,3,7,5,7,1,"Rien, a, signaler","Sympathie, des, intervenants",8,8,8,8,8,8,8,8,0,0,
PAR16,paris,PAR16,A,0,8,retraite,2,0,1,8,6,5,6,ESP,10,8,8,7,10,7,NA,NA,5,4,3,4,7,5,3,4,5,6,6,6,8,9,8,10,5,8,10,8,9,7,0,0,0,5,8,6,3,9,6,7,8,7,5,9,6,2,1,0,10,7,6,0,2,10,3,9,0,8,5,8,0,"Le, manque, d'informations, sur, les, sujets, traites","La, mobilisation, des, participants",8,7,8,4,8,8,5,10,0,0,
PAR16,paris,PAR16,C,0,7,intermediaire,0,0,0,0,0,0,0,ESP,6,7,8,8,6,6,8,9,5,6,6,7,5,7,6,8,5,5,5,5,9,9,9,10,5,3,5,2,6,7,5,9,5,8,5,8,3,7,3,7,4,7,4,5,7,7,2,7,7,7,6,7,6,NA,1,9,2,6,3,5,0,NA,"La, spontaneite, des, gens",5,NA,8,6,8,9,6,5,0,0,
PAR16,paris,PAR16,E,1,8,sans_emploi,0,0,0,0,0,0,0,ESP,10,10,6,6,10,8,4,8,7,7,5,5,7,7,2,5,0,0,5,5,7,4,7,4,8,7,5,5,NA,0,0,0,5,5,0,0,0,0,5,10,0,10,0,7,10,0,0,0,10,8,8,8,6,10,4,5,10,0,0,0,0,"De, debattre, que, sur, un, theme, impose, et, de, trouver, qu'une, seule, action","La, diversite, des, gens, et, des, mtiers",6,6,8,4,8,7,6,3,0,0,
PAR16,paris,PAR16,B,0,8,cadre,0,0,0,5,10,8,8,ESP,1,10,3,4,3,10,7,9,1,10,7,8,3,9,7,9,5,5,5,5,3,3,3,3,1,3,NA,2,6,1,6,4,4,4,10,8,2,8,0,10,0,10,10,5,8,0,1,6,9,3,8,5,3,4,0,9,0,6,6,3,0,NA,"La, bonne, humeur",2,1,9,3,7,6,1,1,0,0,
PAR16,paris,PAR16,D,0,10,cadre,2,0,1,NA,9,10,10,ESP,10,7,10,10,10,8,10,10,10,8,10,10,10,9,10,9,7,3,8,8,8,2,5,9,10,9,9,9,NA,0,0,5,10,8,10,2,2,8,9,8,2,5,4,9,6,0,2,2,10,10,5,8,5,8,0,7,5,7,5,5,NA,"Le, systeme, limitatif, des, themes, et, le, fait, de, ne, pas, avoir, choisi, le, theme, auquel, je, voulais, participer",NA,8,8,8,NA,9,9,0,5,0,0,
PAR16,paris,PAR16,F,1,3,artisan,0,0,1,8,5,0,10,ESP,10,7,4,10,8,8,5,8,7,3,2,5,6,5,1,7,5,5,9,5,3,5,8,5,5,7,5,7,10,5,9,10,7,8,3,8,2,7,10,5,5,7,8,1,6,8,8,8,10,5,4,6,5,8,2,8,8,3,9,1,0,"Le, manque, de, connaissance, des, facilitateurs","Finalement, a, force, de, discussion, nos, idees, sont, similaires, et, on, veut, avancer, dans, tous, les, sens",6,10,8,7,6,5,6,10,0,0,
PAR16,paris,PAR16,G,1,8,NA,0,0,0,5,3,2,6,ESP,9,9,6,10,8,2,2,1,5,5,4,6,5,5,5,7,10,10,10,10,7,7,7,7,2,4,NA,1,5,7,5,5,6,7,6,0,0,8,5,8,0,7,0,5,3,5,6,6,8,8,5,6,0,9,1,9,0,7,0,2,0,NA,NA,4,6,5,5,5,6,7,9,0,0,
PAR17,paris,PAR17,A,0,3,cadre,0,0,0,5,5,5,5,DC,10,8,8,8,5,5,5,5,5,5,5,5,6,6,6,5,6,6,6,6,8,8,8,8,7,7,7,5,8,0,0,8,5,7,0,8,5,10,5,8,0,6,5,5,10,0,0,0,10,6,6,2,2,10,5,10,0,10,5,5,0,NA,"L'ouverture, des, interlocuteurs",NA,8,8,8,9,8,8,5,0,0,
PAR17,paris,PAR17,C,1,8,cadre,1,1,1,6,6,5,5,DC,9,6,9,8,NA,NA,NA,NA,3,4,7,7,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA,7,NA,7,0,2,2,7,8,2,2,2,8,6,8,0,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
PAR17,paris,PAR17,E,1,6,cadre,0,0,1,0,0,0,0,DC,10,6,6,4,10,9,6,4,7,2,2,2,7,4,2,2,3,8,8,8,5,6,6,6,4,5,4,5,5,7,7,7,7,7,5,9,9,6,5,4,8,4,6,4,8,8,3,3,8,8,3,4,7,8,6,4,8,8,5,5,0,NA,Bienveillance,8,8,8,8,8,8,6,10,0,0,
PAR17,paris,PAR17,B,0,8,cadre,0,0,1,NA,NA,NA,NA,DC,8,3,10,8,7,7,7,5,NA,NA,NA,NA,3,7,8,8,NA,NA,NA,NA,7,4,7,7,7,6,8,8,5,0,1,2,0,0,7,3,1,9,2,9,1,10,1,10,7,0,0,0,NA,NA,NA,NA,NA,NA,7,10,0,9,0,10,0,rien,"L'engagement, citoyen",8,8,8,8,10,10,6,7,0,0,
PAR17,paris,PAR17,D,0,5,emp_qualifie,0,0,0,0,0,0,0,DC,8,10,5,8,NA,NA,NA,NA,2,6,8,1,NA,NA,NA,NA,8,2,5,5,NA,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
PAR17,paris,PAR17,F,0,8,cadre,3,1,1,0,0,0,0,DC,5,8,8,5,8,8,8,8,5,7,6,6,5,7,6,6,3,3,7,2,2,7,8,3,7,5,4,5,4,8,3,8,8,3,3,8,6,4,6,10,2,3,5,5,9,1,7,1,9,4,7,1,2,9,5,9,1,7,3,7,0,NA,"En, definitive, un, consensus, sur, les, themes, a, tres, vite, ete, trouve, a, la, table",7,4,9,6,9,7,4,9,0,0,
PAR17,paris,PAR17,G,1,7,cadre,2,0,1,0,0,0,0,DC,10,8,6,8,10,8,6,8,7,7,4,8,7,7,4,8,7,7,10,7,7,7,10,7,4,3,2,5,4,1,8,7,7,10,3,8,10,7,1,5,2,3,6,1,8,1,4,4,9,3,7,1,3,9,2,5,2,3,6,3,0,"Le, processus, a, tendance, a, amener, des, idees, consensuelles, voire, "", molles, "", Dejeuner, trop, leger, j'ai, faim, !, Les, questions, du, vote, obligatoire, et, du, vote, blanc, me, semblent, des, faux, sujets, et, ne, font, pas, avancer","Finalement, quasiment, pas, d'idees, d'extreme, droit, exprimees, (, c'etait, la, crainte, ), !, Globalement, idees, d'egalite, et, de, fraternite, tres, ancrees",7,5,9,7,7,9,4,8,0,0,
PAR18,paris,PAR18,A,0,8,emp_qualifie,0,1,0,0,0,0,0,FDP,10,8,10,10,10,10,10,10,NA,NA,NA,NA,9,5,8,6,5,5,5,5,9,7,9,8,9,5,7,2,7,0,0,0,10,10,5,0,0,0,5,10,0,10,0,1,8,0,0,0,10,2,5,0,0,0,4,10,0,10,0,2,0,Neant,"La, bonne, collaboration, de, tout, le, monde",9,9,10,10,10,10,10,8,0,0,
PAR18,paris,PAR18,C,1,NA,intermediaire,0,0,1,9,5,2,5,FDP,7,10,4,8,7,10,9,8,4,7,2,8,4,7,7,8,8,5,10,5,8,9,5,7,6,6,1,1,8,1,2,1,3,7,0,5,2,10,0,10,1,7,2,7,10,0,1,4,7,9,8,0,2,10,0,10,9,8,0,8,1,"Prioriser, les, proposition, de, maniere, globale, est, difficile, preference, pour, une, priorite, thematique, pas, de, representant, de, l'Etat, pour, nous, rassurer, sur, la, prise, en, compte, de, nos, propositions, dejeuner, debout","Richesse, de, la, diversite, des, participants, equipes, d'accueil, agreables, participation, de, la, presse, lieu, d'accueil, reponses, de, la, personne, ressource, super",7,NA,9,6,9,9,7,10,0,0,
PAR18,paris,PAR18,E,0,10,cadre,1,NA,0,9,9,9,9,FDP,10,8,9,7,9,9,10,10,7,7,7,7,8,9,9,9,NA,NA,NA,NA,8,10,10,10,7,7,7,7,7,2,1,1,2,3,3,1,1,3,9,9,5,5,2,5,9,1,1,1,9,8,8,2,2,9,3,8,2,9,NA,NA,1,"Le, cadre, ferme, et, oriente, des, thmes","Le, cadre, d'echanges, l'ouverture, des, participants",8,9,9,8,9,9,9,10,0,0,
PAR18,paris,PAR18,B,0,10,retraite,2,0,3,10,10,10,10,FDP,8,10,10,10,8,10,10,8,8,9,8,8,7,10,9,10,10,10,10,10,10,10,10,10,8,1,0,0,5,8,2,2,8,10,8,10,7,9,0,10,2,9,3,8,8,0,0,0,10,10,8,1,0,10,0,10,0,10,1,9,0,"Le, choix, des, themes, l'organisation, materielle, (, papier, affiches, …, )","Les, efforts, faits, pour, permettre, a, des, echanges, libres, et, sinceres",9,3,8,3,10,8,6,8,0,0,
PAR18,paris,PAR18,D,0,8,emp_qualifie,2,0,1,NA,NA,NA,NA,FDP,8,8,7,7,8,7,8,7,8,7,6,6,7,6,6,6,5,3,4,3,6,5,6,6,6,7,5,6,4,4,5,8,7,7,2,5,5,5,6,7,7,6,5,6,7,1,2,3,7,NA,7,3,2,7,6,7,5,7,3,6,1,"Tout, etait, bien, sauf, le, cote, repas","L'investissement, de, tous, l'envie, de, voir, les, choses, bouger, le, calme, et, la, cordialite",7,6,7,7,7,6,8,7,0,0,
PAR18,paris,PAR18,F,0,5,cadre,0,0,0,0,0,0,0,FDP,9,7,10,5,9,6,10,5,9,6,5,3,9,5,3,5,5,5,10,5,5,5,5,5,0,NA,2,NA,8,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
PAR18,paris,PAR18,G,0,2,cadre,0,0,0,0,0,0,0,FDP,10,2,2,2,10,7,8,4,1,1,1,1,5,2,3,1,9,9,9,9,6,5,5,5,2,1,2,1,8,10,5,7,9,8,1,5,5,8,1,9,6,9,3,10,10,9,10,0,10,2,2,5,5,10,2,10,1,9,5,9,0,NA,Convivialite,5,5,10,5,10,10,3,1,0,0,
TOU1,toulouse,1,A,1,7,retraite,2,0,1,3,6,5,6,FDP,6,8,7,8,7,7,8,7,4,6,4,6,5,7,6,7,4,6,5,7,5,6,7,6,7,9,7,8,7,3,5,5,5,8,2,5,5,5,5,7,5,5,2,4,9,1,1,2,9,5,1,5,5,9,7,9,1,9,1,2,0,NA,"le, nombre, de, participants, l'efficacite, de, l'organisation, pendant, les, debats, et, par, l'aspect, pratique, transport, hebergement, repas",9,9,9,9,9,9,5,10,0,0,
TOU1,toulouse,1,B,0,9,ouv_qualifie,0,0,1,9,9,9,9,FDP,10,10,10,10,10,10,10,10,8,7,7,7,8,7,6,6,2,3,2,3,3,4,5,6,8,9,9,8,9,0,0,4,9,9,10,7,5,8,9,10,2,9,0,7,8,2,1,1,9,6,8,6,0,10,9,10,0,9,1,7,0,rien,"la, presence, de, la, ministre, de, la, justice",10,9,8,10,10,10,9,9,0,0,
TOU1,toulouse,1,C,1,7,cadre,1,0,2,7,6,3,8,FDP,10,9,8,10,10,8,7,9,8,8,5,10,8,8,3,9,2,6,10,4,2,8,8,5,9,9,3,6,4,1,5,8,7,10,2,8,9,6,2,8,8,2,1,7,7,0,1,4,10,8,3,4,6,10,3,9,8,9,4,10,0,"frustration, de, ne, pas, pouvoir, aborder, tous, les, themes","la, bonne, ambiance, et, l'implication, des, participants",10,9,8,10,10,10,8,10,0,0,
TOU1,toulouse,1,D,0,7,cadre,1,0,0,3,3,3,3,FDP,8,8,8,8,8,8,8,8,3,6,8,6,5,7,8,7,8,6,7,7,5,8,7,5,8,8,8,8,8,3,3,3,7,9,0,3,3,8,8,7,3,5,2,8,9,2,2,3,3,7,2,2,3,9,8,8,2,8,3,9,NA,NA,"l'implication, des, participants",8,8,9,5,8,9,7,8,0,0,
TOU1,toulouse,1,E,0,7,cadre,0,0,0,7,7,5,7,FDP,7,5,6,5,4,6,8,7,7,4,5,3,6,6,8,6,6,9,9,7,7,7,6,6,5,8,5,7,7,6,3,5,7,7,3,5,8,7,4,7,6,9,2,8,8,1,1,3,8,7,4,3,7,9,6,8,3,8,1,8,0,"groupes, de, 8, trop, nombreux","respect, enthousiasme, des, participants",8,8,8,8,8,8,8,9,0,0,
TOU1,toulouse,1,F,1,4,emp_qualifie,0,0,0,0,2,0,2,FDP,4,8,4,8,2,6,4,6,3,3,3,3,3,3,5,3,4,4,4,4,5,2,7,4,8,7,8,8,2,0,2,0,8,2,2,2,2,2,2,8,2,4,0,2,8,1,0,0,10,5,5,2,2,10,8,8,2,5,2,8,0,NA,"l'investissement, et, le, respect, de, chacun",8,8,8,8,8,8,5,8,0,0,
TOU1,toulouse,1,G,0,8,retraite,1,0,0,0,0,0,0,FDP,8,10,8,8,8,8,8,8,5,5,5,4,5,5,5,5,8,8,8,8,8,8,8,8,7,5,4,5,5,5,5,0,10,8,5,10,7,8,5,10,5,7,0,7,5,2,2,2,8,8,2,5,2,7,2,8,5,7,2,5,0,"le, minutage, pas, assez, de, temps","sincerite, des, participants",7,3,6,6,6,8,5,5,0,0,
TOU1,toulouse,1,H,0,7,artisan,1,0,2,5,5,7,9,FDP,10,7,7,10,9,8,9,7,8,5,3,7,8,5,2,4,2,6,8,5,7,8,10,6,6,9,5,5,8,0,0,0,10,8,6,2,4,10,3,10,0,10,1,9,8,6,1,1,9,7,6,3,3,9,5,9,2,8,2,8,0,"certains, themes, interessants, debattus, mais, mal, presentes, et, soutenus","pluralite, et, implication, des, participants",9,10,10,7,9,10,9,10,0,0,
TOU2,toulouse,2,A,NA,3,NA,NA,0,1,7,8,8,8,FDP,5,5,4,8,8,8,8,8,3,6,4,7,4,4,4,7,9,8,8,8,10,10,10,10,5,5,5,6,2,7,6,5,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,10,8,6,0,3,2,NA,NA,NA,NA,NA,NA,7,0,NA,"le, repas",7,NA,6,6,8,8,6,7,0,0,
TOU2,toulouse,2,B,1,8,cadre,1,0,0,6,6,6,6,FDP,6,8,8,8,8,8,9,9,3,5,7,7,7,8,9,8,5,9,10,10,10,10,10,10,5,6,5,6,10,2,5,2,5,8,1,5,3,7,6,5,2,7,1,6,8,0,0,5,8,2,8,1,1,9,5,9,0,7,2,5,1,NA,"l'investissement, des, personnes",8,6,8,7,9,9,7,8,0,0,
TOU2,toulouse,2,C,0,7,cadre,2,1,1,0,0,0,0,FDP,9,8,7,6,7,6,8,5,9,8,7,9,9,8,8,9,6,7,9,8,5,7,9,8,8,8,3,5,6,1,7,5,7,10,6,10,6,6,1,5,8,3,6,6,5,0,8,8,8,6,7,3,5,7,2,4,5,5,7,6,0,"les, priorisations, successives, qui, ont, elimine, des, sujets, interessants, le, choix, impose, du, theme, de, ma, table, les, echanges, tres, reduits, entre, les, tables, d'un, meme, theme",NA,5,4,5,5,7,7,5,6,0,0,
TOU2,toulouse,2,D,0,8,NA,1,0,0,5,5,5,7,FDP,10,10,10,10,8,8,8,8,5,7,4,6,6,6,6,7,9,6,9,6,4,7,7,4,9,8,5,5,5,0,0,3,8,10,6,10,2,8,5,10,6,8,8,8,7,1,1,3,9,7,6,1,3,9,7,7,6,8,6,8,0,"le, manque, d'experts, en, fonction, des, 4, sujets","l'ecoute, et, la, bonne, volonte",7,7,8,5,9,7,7,5,0,1,
TOU2,toulouse,2,E,1,8,intermediaire,0,0,1,9,7,7,6,FDP,10,7,9,8,9,7,9,7,9,6,8,8,8,5,7,5,6,6,6,6,6,8,8,8,5,9,3,6,5,10,5,5,7,10,1,8,8,6,3,8,7,8,2,5,10,0,0,0,9,5,5,0,1,10,5,6,3,7,5,8,1,"frustration, de, ne, pas, pouvoir, developper","le, niveau, du, debat",8,10,10,6,10,9,8,9,0,0,
TOU2,toulouse,2,F,0,NA,cadre,0,0,1,5,9,5,9,FDP,5,9,7,9,8,7,9,8,6,8,7,8,8,8,8,8,7,7,7,7,8,8,8,8,3,5,3,5,6,3,1,4,3,5,1,10,7,9,5,8,2,7,1,1,8,1,1,1,8,1,1,1,1,9,5,8,2,8,2,2,0,"synthese, trop, importante","tres, bonne, organisation, des, debats",8,7,8,8,8,8,8,9,0,0,
TOU2,toulouse,2,G,1,4,NA,0,0,0,6,1,1,1,FDP,10,8,3,5,8,8,8,8,8,6,4,6,8,6,8,6,4,6,8,6,9,9,10,7,7,8,4,7,4,5,3,3,7,6,3,8,7,7,3,6,5,8,5,6,10,1,1,1,10,4,6,9,2,10,6,7,4,7,5,7,0,NA,"l'entente, entre, les, participants, et, l'ecoute, a, notre, table, l'organisation, le, repas",8,8,8,6,8,7,8,6,0,0,
TOU3,toulouse,3,A,1,7,emp_qualifie,0,0,0,5,0,0,0,FDP,10,7,4,6,10,8,7,7,7,5,4,5,7,5,4,5,8,5,6,9,8,6,8,6,8,7,5,8,5,2,7,5,8,8,0,8,5,5,8,8,8,6,2,5,5,0,2,2,5,7,7,3,7,9,5,9,5,9,4,5,0,"un, peu, de, pression, pour, avancer","l'engagement, des, participants",7,5,7,7,7,6,5,5,0,0,
TOU3,toulouse,3,B,1,7,retraite,0,0,1,4,5,5,6,FDP,5,8,5,5,6,7,7,7,4,7,NA,NA,4,6,6,7,5,5,6,6,5,6,7,6,4,7,3,5,5,6,8,2,6,5,5,8,8,9,5,8,7,8,6,8,6,5,8,9,8,7,3,3,5,8,6,8,8,8,3,8,0,"manque, de, temps, trop, de, cadrage",echange,8,NA,6,7,NA,6,8,8,0,0,
TOU3,toulouse,3,C,0,10,retraite,2,0,2,3,7,0,7,FDP,8,9,2,9,7,7,6,7,5,8,4,8,5,7,6,7,NA,NA,NA,NA,7,7,7,7,8,8,6,7,7,0,0,0,0,5,0,0,0,10,7,7,0,10,0,8,7,0,0,0,8,6,8,0,0,8,5,8,0,7,5,7,0,"la, rapidite, demandee","la, qualite, de, mes, partenaires, de, table",9,5,9,9,8,9,8,9,0,0,
TOU3,toulouse,3,D,0,9,intermediaire,1,0,2,4,1,5,2,FDP,8,5,10,8,6,8,10,7,4,3,5,3,5,5,5,5,6,9,7,7,5,8,5,7,8,10,8,9,8,2,5,3,8,5,3,6,5,8,8,6,5,8,5,6,8,3,5,5,5,5,5,4,4,5,6,9,1,5,5,5,1,"manque, de, temps","les, differentes, opinions, pour, faire, avancer, la, fiscalite",8,8,8,8,8,9,8,9,0,0,
TOU3,toulouse,3,E,0,8,intermediaire,2,1,1,7,7,4,5,FDP,9,7,5,8,10,7,7,8,7,7,5,8,7,7,6,8,7,6,9,7,7,6,9,7,6,6,3,4,6,5,5,5,4,5,3,6,4,8,2,9,3,6,5,5,7,7,6,4,5,5,5,7,4,8,3,7,4,5,5,4,1,"les, temps, tres, courts, face, a, l'ampleur, de, la, methodologie, le, manque, de, confrontation, entre, thematiques","le, niveau, d'ecoute, et, de, respect, entre, chacun, des, participants, et, l'approche, collaborative",6,5,7,5,7,6,7,9,0,0,
TOU3,toulouse,3,F,0,8,cadre,1,0,1,3,3,3,3,FDP,8,8,8,9,7,7,7,7,6,6,6,6,6,6,6,6,9,6,6,6,8,7,7,7,6,7,6,7,7,8,8,7,7,6,6,4,4,7,7,8,7,8,3,8,9,2,2,3,9,3,6,3,5,10,7,8,6,8,5,7,1,"la, pollution, sonore","les, rencontres, le, reflexion",10,10,10,10,10,10,9,10,0,0,
TOU3,toulouse,3,G,1,6,cadre,2,1,0,7,7,0,0,FDP,10,10,4,8,10,9,6,9,8,5,1,5,8,5,3,4,7,7,7,7,6,6,9,8,9,9,1,3,4,7,0,0,9,4,5,4,5,10,1,10,4,9,0,8,5,2,2,0,5,6,5,3,2,7,1,9,3,8,5,10,0,"trop, de, pression, pour, les, etapes, intermediaires, visant, a, identifier, des, themes, generaux","la, bonne, volonte, de, tous, les, participants, pour, faire, evoluer, les, choses, constructifs",8,5,8,8,8,5,7,10,0,0,
TOU4,toulouse,4,A,1,8,artisan,3,0,0,0,0,0,0,FDP,8,10,8,9,10,10,10,10,6,8,5,8,6,9,8,9,8,6,9,8,7,8,9,8,8,9,8,9,9,0,7,7,10,10,0,2,2,7,6,9,1,10,0,10,8,0,0,2,10,5,6,5,5,8,9,10,1,9,0,7,1,"pas, beaucoup, de, mixite, representee","le, volontariat, des, personnes",9,9,9,8,8,9,6,10,0,0,
TOU4,toulouse,4,B,0,9,cadre,NA,0,1,6,7,9,9,FDP,5,9,5,10,6,7,7,7,5,5,5,5,7,8,8,8,8,9,9,9,8,8,8,8,6,9,6,9,6,3,7,7,5,7,0,7,5,7,7,9,5,5,1,4,6,9,3,3,7,7,5,1,1,1,5,8,5,8,1,6,0,"le, manque, de, temps, pour, traiter, la, globalite, de, la, thematique","la, mixite, de, la, table",6,6,7,5,7,7,7,8,0,0,
TOU4,toulouse,4,C,1,9,cadre,1,0,0,0,0,0,0,FDP,10,9,5,9,9,9,3,9,7,7,3,9,7,7,5,8,7,7,9,7,3,5,9,5,3,6,3,5,7,0,3,5,5,7,0,5,5,5,3,5,8,3,3,2,8,0,8,3,8,3,5,4,3,8,4,5,5,7,8,6,0,"le, fait, de, ne, pas, pouvoir, choisir, le, theme, sur, lequel, nous, intervenions","la, convivialite, de, tous, les, participants",7,7,9,7,8,8,5,8,0,0,
TOU4,toulouse,4,D,0,8,emp_qualifie,0,0,0,5,10,10,10,FDP,5,10,10,7,2,10,10,10,5,10,10,10,5,10,10,10,5,10,10,10,5,10,10,10,8,8,6,8,1,3,3,4,3,3,8,8,6,6,6,9,8,6,4,3,5,5,5,5,5,5,9,9,8,8,2,10,0,8,5,3,0,"le, repas, buffet, pas, pour, moi","le, repas, fourni, moyen",9,10,7,6,4,4,3,6,0,0,
TOU4,toulouse,4,E,1,9,cadre,4,0,0,5,5,5,5,FDP,8,10,5,10,5,5,4,5,5,6,4,5,5,6,6,6,10,10,10,10,5,5,5,5,5,5,5,5,5,0,4,8,5,9,5,2,2,5,6,5,5,7,0,5,4,0,0,5,8,10,5,5,5,8,5,8,0,6,5,5,0,NA,"belles, rencontres, notamment, 3, personnes",5,8,4,3,3,8,5,5,0,0,
TOU4,toulouse,4,F,0,8,cadre,1,0,0,5,5,5,5,FDP,8,8,7,8,8,8,8,8,5,5,4,4,6,6,5,5,7,7,7,7,8,7,9,8,5,5,4,6,2,2,5,8,5,7,2,8,5,7,5,7,4,5,3,5,7,0,0,1,7,4,5,3,6,8,5,7,2,5,5,5,0,"l'impossibilite, d'aborder, plusieurs, sujets, meme, si, je, comprends, cette, impossibilite","la, convergence, sur, des, themes, fondamentaux",6,6,7,6,7,8,7,8,0,0,
TOU4,toulouse,4,G,NA,8,retraite,4,1,1,7,7,7,8,FDP,6,8,8,8,5,NA,7,NA,6,7,7,9,6,8,7,9,9,7,9,9,8,8,7,8,7,7,8,7,3,0,2,3,8,7,7,7,6,7,7,7,7,8,7,7,7,0,1,0,9,7,6,2,7,8,8,7,7,5,8,7,0,NA,"la, motivation",7,8,7,7,7,7,7,7,0,0,
TOU5,toulouse,5,B,NA,4,NA,0,0,2,1,1,1,1,DC,8,5,5,5,9,5,5,5,4,4,3,3,5,5,5,5,10,10,10,10,5,5,5,5,6,6,5,5,9,1,1,5,7,9,2,10,5,5,3,10,1,5,0,2,5,0,0,0,8,7,6,8,3,10,3,10,0,10,0,5,0,NA,"la, qualite, des, debats",6,5,5,5,7,7,7,7,0,1,
TOU5,toulouse,5,C,0,8,emp_qualifie,0,0,0,0,0,0,0,DC,8,10,9,8,4,10,8,7,4,5,8,6,6,6,7,6,7,8,8,6,8,10,5,6,5,4,7,6,2,8,8,7,10,10,7,10,8,10,2,10,0,7,0,7,8,0,0,5,8,8,9,6,6,6,2,8,3,6,2,8,0,"la, prise, de, parole, de, la, ministre",NA,9,6,9,6,7,7,6,5,0,0,
TOU5,toulouse,5,D,0,8,cadre,1,0,1,7,7,7,7,DC,9,9,7,7,7,9,6,5,6,6,4,5,7,6,3,5,5,5,5,3,7,7,3,4,3,5,2,4,4,3,8,7,6,5,2,7,3,3,3,7,3,8,1,5,9,0,0,2,8,6,5,7,7,8,2,8,1,8,2,8,0,"intervention, de, la, ministre",methodologie,7,7,9,3,7,5,4,5,0,0,
